"The shipping address you have set on Amazon is not valid for the current store, please set another address","L'adresse de livraison que vous avez définie sur Amazon n'est pas valide. Veuillez définir une adresse différente."
"The billing address you have set on Amazon is not valid for the current store, please set another address.","L'adresse de facturation que vous avez définie sur Amazon n'est pas valide pour le magasin actuel, veuillez définir une autre adresse."
"Amazon pay not available","Amazon Pay n'est pas disponible"
