"The shipping address you have set on Amazon is not valid for the current store, please set another address","La dirección de envío que configuraste en Amazon no es válida. Establece una dirección diferente."
"The billing address you have set on Amazon is not valid for the current store, please set another address.","La dirección de facturación que ha configurado en Amazon no es válida para la tienda actual, establezca otra dirección."
"Amazon pay not available","Amazon Pay no disponible"
